date,year,month,week,quarter,day_of_year,commodity,category,market,price_type,province,season,monsoon,is_festive,inflation_index,seasonal_factor,price_lkr
2020-10-19,2020,10,43,4,293,Mango,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,1.208,249.15
2020-10-19,2020,10,43,4,293,Mango,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,1.208,175.84
2020-10-19,2020,10,43,4,293,Mango,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,1.208,292.3
2020-10-19,2020,10,43,4,293,Papaya,Fruit,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.842,55.61
2020-10-19,2020,10,43,4,293,Papaya,Fruit,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.842,57.28
2020-10-19,2020,10,43,4,293,Papaya,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,0.842,106.81
2020-10-19,2020,10,43,4,293,Papaya,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.842,74.48
2020-10-19,2020,10,43,4,293,Papaya,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,0.842,103.8
2020-10-19,2020,10,43,4,293,Banana,Fruit,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.842,49.28
2020-10-19,2020,10,43,4,293,Banana,Fruit,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.842,52.65
2020-10-19,2020,10,43,4,293,Banana,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,0.842,76.03
2020-10-19,2020,10,43,4,293,Banana,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.842,59.1
2020-10-19,2020,10,43,4,293,Banana,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,0.842,80.35
2020-10-19,2020,10,43,4,293,Pineapple,Fruit,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.842,92.7
2020-10-19,2020,10,43,4,293,Pineapple,Fruit,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.842,62.09
2020-10-19,2020,10,43,4,293,Pineapple,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,0.842,156.28
2020-10-19,2020,10,43,4,293,Pineapple,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.842,90.76
2020-10-19,2020,10,43,4,293,Pineapple,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,0.842,152.08
2020-10-19,2020,10,43,4,293,Watermelon,Fruit,Manning Market,Wholesale,Western,Maha,1,0,1.06,1.3,82.66
2020-10-19,2020,10,43,4,293,Watermelon,Fruit,Dambulla,Wholesale,Central,Maha,1,0,1.06,1.3,62.81
2020-10-19,2020,10,43,4,293,Watermelon,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,1.3,98.67
2020-10-19,2020,10,43,4,293,Watermelon,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,1.3,67.37
2020-10-19,2020,10,43,4,293,Watermelon,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,1.3,110.69
2020-10-19,2020,10,43,4,293,Avocado,Fruit,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.933,206.85
2020-10-19,2020,10,43,4,293,Avocado,Fruit,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.933,148.69
2020-10-19,2020,10,43,4,293,Avocado,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,0.933,300.02
2020-10-19,2020,10,43,4,293,Avocado,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.933,203.25
2020-10-19,2020,10,43,4,293,Avocado,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,0.933,296.82
2020-10-19,2020,10,43,4,293,Passion Fruit,Fruit,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.933,272.83
2020-10-19,2020,10,43,4,293,Passion Fruit,Fruit,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.933,288.46
2020-10-19,2020,10,43,4,293,Passion Fruit,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,0.933,352.49
2020-10-19,2020,10,43,4,293,Passion Fruit,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.933,248.22
2020-10-19,2020,10,43,4,293,Passion Fruit,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,0.933,393.77
2020-10-19,2020,10,43,4,293,Guava,Fruit,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.75,80.15
2020-10-19,2020,10,43,4,293,Guava,Fruit,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.75,68.62
2020-10-19,2020,10,43,4,293,Guava,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,0.75,87.19
2020-10-19,2020,10,43,4,293,Guava,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.75,57.87
2020-10-19,2020,10,43,4,293,Guava,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,0.75,108.01
2020-10-26,2020,10,44,4,300,Tomato,Vegetable,Manning Market,Wholesale,Western,Maha,1,0,1.06,1.025,94.43
2020-10-26,2020,10,44,4,300,Tomato,Vegetable,Dambulla,Wholesale,Central,Maha,1,0,1.06,1.025,69.75
2020-10-26,2020,10,44,4,300,Tomato,Vegetable,Narahenpita,Retail,Western,Maha,1,0,1.06,1.025,96.33
2020-10-26,2020,10,44,4,300,Tomato,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,1.025,76.05
2020-10-26,2020,10,44,4,300,Tomato,Vegetable,Colombo Local,Retail,Western,Maha,1,0,1.06,1.025,128.24
2020-10-26,2020,10,44,4,300,Carrot,Vegetable,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.933,121.05
2020-10-26,2020,10,44,4,300,Carrot,Vegetable,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.933,69.42
2020-10-26,2020,10,44,4,300,Carrot,Vegetable,Narahenpita,Retail,Western,Maha,1,0,1.06,0.933,123.39
2020-10-26,2020,10,44,4,300,Carrot,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.933,84.27
2020-10-26,2020,10,44,4,300,Carrot,Vegetable,Colombo Local,Retail,Western,Maha,1,0,1.06,0.933,155.12
2020-10-26,2020,10,44,4,300,Cabbage,Vegetable,Manning Market,Wholesale,Western,Maha,1,0,1.06,1.025,64.95
2020-10-26,2020,10,44,4,300,Cabbage,Vegetable,Dambulla,Wholesale,Central,Maha,1,0,1.06,1.025,49.06
2020-10-26,2020,10,44,4,300,Cabbage,Vegetable,Narahenpita,Retail,Western,Maha,1,0,1.06,1.025,88.66
2020-10-26,2020,10,44,4,300,Cabbage,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,1.025,55.84
2020-10-26,2020,10,44,4,300,Cabbage,Vegetable,Colombo Local,Retail,Western,Maha,1,0,1.06,1.025,82.7
2020-10-26,2020,10,44,4,300,Beans,Vegetable,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.933,104.66
2020-10-26,2020,10,44,4,300,Beans,Vegetable,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.933,128.22
2020-10-26,2020,10,44,4,300,Beans,Vegetable,Narahenpita,Retail,Western,Maha,1,0,1.06,0.933,160.39
2020-10-26,2020,10,44,4,300,Beans,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.933,108.55
2020-10-26,2020,10,44,4,300,Beans,Vegetable,Colombo Local,Retail,Western,Maha,1,0,1.06,0.933,162.27
2020-10-26,2020,10,44,4,300,Brinjal,Vegetable,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.842,83.87
2020-10-26,2020,10,44,4,300,Brinjal,Vegetable,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.842,71.68
2020-10-26,2020,10,44,4,300,Brinjal,Vegetable,Narahenpita,Retail,Western,Maha,1,0,1.06,0.842,107.96
2020-10-26,2020,10,44,4,300,Brinjal,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.842,73.67
2020-10-26,2020,10,44,4,300,Brinjal,Vegetable,Colombo Local,Retail,Western,Maha,1,0,1.06,0.842,123.06
2020-10-26,2020,10,44,4,300,Snake Gourd,Vegetable,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.842,62.65
2020-10-26,2020,10,44,4,300,Snake Gourd,Vegetable,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.842,44.53
2020-10-26,2020,10,44,4,300,Snake Gourd,Vegetable,Narahenpita,Retail,Western,Maha,1,0,1.06,0.842,75.83
2020-10-26,2020,10,44,4,300,Snake Gourd,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.842,38.89
2020-10-26,2020,10,44,4,300,Snake Gourd,Vegetable,Colombo Local,Retail,Western,Maha,1,0,1.06,0.842,105.17
2020-10-26,2020,10,44,4,300,Pumpkin,Vegetable,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.75,49.76
2020-10-26,2020,10,44,4,300,Pumpkin,Vegetable,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.75,31.36
2020-10-26,2020,10,44,4,300,Pumpkin,Vegetable,Narahenpita,Retail,Western,Maha,1,0,1.06,0.75,54.87
2020-10-26,2020,10,44,4,300,Pumpkin,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.75,34.89
2020-10-26,2020,10,44,4,300,Pumpkin,Vegetable,Colombo Local,Retail,Western,Maha,1,0,1.06,0.75,72.01
2020-10-26,2020,10,44,4,300,Green Chilli,Vegetable,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.75,119.24
2020-10-26,2020,10,44,4,300,Green Chilli,Vegetable,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.75,138.36
2020-10-26,2020,10,44,4,300,Green Chilli,Vegetable,Narahenpita,Retail,Western,Maha,1,0,1.06,0.75,203.66
2020-10-26,2020,10,44,4,300,Green Chilli,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.75,166.25
2020-10-26,2020,10,44,4,300,Green Chilli,Vegetable,Colombo Local,Retail,Western,Maha,1,0,1.06,0.75,219.69
2020-10-26,2020,10,44,4,300,Lime,Vegetable,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.75,100.02
2020-10-26,2020,10,44,4,300,Lime,Vegetable,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.75,115.48
2020-10-26,2020,10,44,4,300,Lime,Vegetable,Narahenpita,Retail,Western,Maha,1,0,1.06,0.75,162.21
2020-10-26,2020,10,44,4,300,Lime,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.75,130.74
2020-10-26,2020,10,44,4,300,Lime,Vegetable,Colombo Local,Retail,Western,Maha,1,0,1.06,0.75,235.48
2020-10-26,2020,10,44,4,300,Leeks,Vegetable,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.933,84.47
2020-10-26,2020,10,44,4,300,Leeks,Vegetable,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.933,81.3
2020-10-26,2020,10,44,4,300,Leeks,Vegetable,Narahenpita,Retail,Western,Maha,1,0,1.06,0.933,133.74
2020-10-26,2020,10,44,4,300,Leeks,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.933,92.6
2020-10-26,2020,10,44,4,300,Leeks,Vegetable,Colombo Local,Retail,Western,Maha,1,0,1.06,0.933,162.72
2020-10-26,2020,10,44,4,300,Capsicum,Vegetable,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.842,217.58
2020-10-26,2020,10,44,4,300,Capsicum,Vegetable,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.842,202.68
2020-10-26,2020,10,44,4,300,Capsicum,Vegetable,Narahenpita,Retail,Western,Maha,1,0,1.06,0.842,270.24
2020-10-26,2020,10,44,4,300,Capsicum,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.842,207.98
2020-10-26,2020,10,44,4,300,Capsicum,Vegetable,Colombo Local,Retail,Western,Maha,1,0,1.06,0.842,336.76
2020-10-26,2020,10,44,4,300,Bitter Gourd,Vegetable,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.933,85.02
2020-10-26,2020,10,44,4,300,Bitter Gourd,Vegetable,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.933,89.46
2020-10-26,2020,10,44,4,300,Bitter Gourd,Vegetable,Narahenpita,Retail,Western,Maha,1,0,1.06,0.933,122.82
2020-10-26,2020,10,44,4,300,Bitter Gourd,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.933,97.39
2020-10-26,2020,10,44,4,300,Bitter Gourd,Vegetable,Colombo Local,Retail,Western,Maha,1,0,1.06,0.933,129.11
2020-10-26,2020,10,44,4,300,Mango,Fruit,Manning Market,Wholesale,Western,Maha,1,0,1.06,1.208,200.13
2020-10-26,2020,10,44,4,300,Mango,Fruit,Dambulla,Wholesale,Central,Maha,1,0,1.06,1.208,162.45
2020-10-26,2020,10,44,4,300,Mango,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,1.208,247.74
2020-10-26,2020,10,44,4,300,Mango,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,1.208,178.35
2020-10-26,2020,10,44,4,300,Mango,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,1.208,280.25
2020-10-26,2020,10,44,4,300,Papaya,Fruit,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.842,58.25
2020-10-26,2020,10,44,4,300,Papaya,Fruit,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.842,75.72
2020-10-26,2020,10,44,4,300,Papaya,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,0.842,73.26
2020-10-26,2020,10,44,4,300,Papaya,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.842,57.05
2020-10-26,2020,10,44,4,300,Papaya,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,0.842,98.93
2020-10-26,2020,10,44,4,300,Banana,Fruit,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.842,66.06
2020-10-26,2020,10,44,4,300,Banana,Fruit,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.842,66.88
2020-10-26,2020,10,44,4,300,Banana,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,0.842,64.93
2020-10-26,2020,10,44,4,300,Banana,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.842,51.76
2020-10-26,2020,10,44,4,300,Banana,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,0.842,68.82
2020-10-26,2020,10,44,4,300,Pineapple,Fruit,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.842,107.5
2020-10-26,2020,10,44,4,300,Pineapple,Fruit,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.842,94.8
2020-10-26,2020,10,44,4,300,Pineapple,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,0.842,161.45
2020-10-26,2020,10,44,4,300,Pineapple,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.842,98.04
2020-10-26,2020,10,44,4,300,Pineapple,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,0.842,164.5
2020-10-26,2020,10,44,4,300,Watermelon,Fruit,Manning Market,Wholesale,Western,Maha,1,0,1.06,1.3,86.77
2020-10-26,2020,10,44,4,300,Watermelon,Fruit,Dambulla,Wholesale,Central,Maha,1,0,1.06,1.3,67.23
2020-10-26,2020,10,44,4,300,Watermelon,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,1.3,97.62
2020-10-26,2020,10,44,4,300,Watermelon,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,1.3,76.34
2020-10-26,2020,10,44,4,300,Watermelon,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,1.3,105.31
2020-10-26,2020,10,44,4,300,Avocado,Fruit,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.933,229.6
2020-10-26,2020,10,44,4,300,Avocado,Fruit,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.933,164.22
2020-10-26,2020,10,44,4,300,Avocado,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,0.933,286.51
2020-10-26,2020,10,44,4,300,Avocado,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.933,166.31
2020-10-26,2020,10,44,4,300,Avocado,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,0.933,283.6
2020-10-26,2020,10,44,4,300,Passion Fruit,Fruit,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.933,284.34
2020-10-26,2020,10,44,4,300,Passion Fruit,Fruit,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.933,233.88
2020-10-26,2020,10,44,4,300,Passion Fruit,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,0.933,344.97
2020-10-26,2020,10,44,4,300,Passion Fruit,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.933,263.05
2020-10-26,2020,10,44,4,300,Passion Fruit,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,0.933,355.4
2020-10-26,2020,10,44,4,300,Guava,Fruit,Manning Market,Wholesale,Western,Maha,1,0,1.06,0.75,56.73
2020-10-26,2020,10,44,4,300,Guava,Fruit,Dambulla,Wholesale,Central,Maha,1,0,1.06,0.75,76.04
2020-10-26,2020,10,44,4,300,Guava,Fruit,Narahenpita,Retail,Western,Maha,1,0,1.06,0.75,101.92
2020-10-26,2020,10,44,4,300,Guava,Fruit,Nuwara Eliya,Wholesale,Central,Maha,1,0,1.06,0.75,65.2
2020-10-26,2020,10,44,4,300,Guava,Fruit,Colombo Local,Retail,Western,Maha,1,0,1.06,0.75,120.57
2020-11-02,2020,11,45,4,307,Tomato,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.06,1.117,91.88
2020-11-02,2020,11,45,4,307,Tomato,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.06,1.117,94.38
2020-11-02,2020,11,45,4,307,Tomato,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.06,1.117,124.94
2020-11-02,2020,11,45,4,307,Tomato,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.06,1.117,74.46
2020-11-02,2020,11,45,4,307,Tomato,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.06,1.117,151.98
2020-11-02,2020,11,45,4,307,Carrot,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.06,1.025,120.79
2020-11-02,2020,11,45,4,307,Carrot,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.06,1.025,90.87
2020-11-02,2020,11,45,4,307,Carrot,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.06,1.025,150.15
2020-11-02,2020,11,45,4,307,Carrot,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.06,1.025,92.84
2020-11-02,2020,11,45,4,307,Carrot,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.06,1.025,162.27
2020-11-02,2020,11,45,4,307,Cabbage,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.06,1.117,54.28
2020-11-02,2020,11,45,4,307,Cabbage,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.06,1.117,53.23
2020-11-02,2020,11,45,4,307,Cabbage,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.06,1.117,99.18
2020-11-02,2020,11,45,4,307,Cabbage,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.06,1.117,62.17
2020-11-02,2020,11,45,4,307,Cabbage,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.06,1.117,100.88
2020-11-02,2020,11,45,4,307,Beans,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.06,0.842,85.85
2020-11-02,2020,11,45,4,307,Beans,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.06,0.842,120.1
2020-11-02,2020,11,45,4,307,Beans,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.06,0.842,157.93
2020-11-02,2020,11,45,4,307,Beans,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.06,0.842,93.19
2020-11-02,2020,11,45,4,307,Beans,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.06,0.842,143.51
2020-11-02,2020,11,45,4,307,Brinjal,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.06,0.933,101.65
2020-11-02,2020,11,45,4,307,Brinjal,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.06,0.933,99.97
2020-11-02,2020,11,45,4,307,Brinjal,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.06,0.933,127.44
2020-11-02,2020,11,45,4,307,Brinjal,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.06,0.933,106.74
2020-11-02,2020,11,45,4,307,Brinjal,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.06,0.933,113.36
2020-11-02,2020,11,45,4,307,Snake Gourd,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.06,0.75,48.48
2020-11-02,2020,11,45,4,307,Snake Gourd,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.06,0.75,36.9
2020-11-02,2020,11,45,4,307,Snake Gourd,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.06,0.75,76.21
2020-11-02,2020,11,45,4,307,Snake Gourd,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.06,0.75,51.62
2020-11-02,2020,11,45,4,307,Snake Gourd,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.06,0.75,76.58
2020-11-02,2020,11,45,4,307,Pumpkin,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.06,0.842,54.73
2020-11-02,2020,11,45,4,307,Pumpkin,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.06,0.842,50.34
2020-11-02,2020,11,45,4,307,Pumpkin,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.06,0.842,53.11
2020-11-02,2020,11,45,4,307,Pumpkin,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.06,0.842,39.98
2020-11-02,2020,11,45,4,307,Pumpkin,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.06,0.842,74.44
2020-11-02,2020,11,45,4,307,Green Chilli,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.06,0.842,165.34
2020-11-02,2020,11,45,4,307,Green Chilli,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.06,0.842,129.32
2020-11-02,2020,11,45,4,307,Green Chilli,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.06,0.842,260.48
2020-11-02,2020,11,45,4,307,Green Chilli,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.06,0.842,124.48
2020-11-02,2020,11,45,4,307,Green Chilli,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.06,0.842,241.36
2020-11-02,2020,11,45,4,307,Lime,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.06,0.842,168.64
2020-11-02,2020,11,45,4,307,Lime,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.06,0.842,122.44
2020-11-02,2020,11,45,4,307,Lime,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.06,0.842,227.95
2020-11-02,2020,11,45,4,307,Lime,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.06,0.842,130.59
2020-11-02,2020,11,45,4,307,Lime,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.06,0.842,259.34
2020-11-02,2020,11,45,4,307,Leeks,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.06,1.025,117.75
2020-11-02,2020,11,45,4,307,Leeks,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.06,1.025,110.99
2020-11-02,2020,11,45,4,307,Leeks,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.06,1.025,165.81
2020-11-02,2020,11,45,4,307,Leeks,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.06,1.025,98.78
2020-11-02,2020,11,45,4,307,Leeks,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.06,1.025,138.57
2020-11-02,2020,11,45,4,307,Capsicum,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.06,0.933,258.7
2020-11-02,2020,11,45,4,307,Capsicum,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.06,0.933,212.51
2020-11-02,2020,11,45,4,307,Capsicum,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.06,0.933,339.04
2020-11-02,2020,11,45,4,307,Capsicum,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.06,0.933,215.46
2020-11-02,2020,11,45,4,307,Capsicum,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.06,0.933,332.71
2020-11-02,2020,11,45,4,307,Bitter Gourd,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.06,0.842,109.36
2020-11-02,2020,11,45,4,307,Bitter Gourd,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.06,0.842,54.01
2020-11-02,2020,11,45,4,307,Bitter Gourd,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.06,0.842,119.17
2020-11-02,2020,11,45,4,307,Bitter Gourd,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.06,0.842,69.24
2020-11-02,2020,11,45,4,307,Bitter Gourd,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.06,0.842,114.54
2020-11-02,2020,11,45,4,307,Mango,Fruit,Manning Market,Wholesale,Western,Maha,0,0,1.06,1.3,200.04
2020-11-02,2020,11,45,4,307,Mango,Fruit,Dambulla,Wholesale,Central,Maha,0,0,1.06,1.3,158.82
2020-11-02,2020,11,45,4,307,Mango,Fruit,Narahenpita,Retail,Western,Maha,0,0,1.06,1.3,280.71
2020-11-02,2020,11,45,4,307,Mango,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.06,1.3,215.23
2020-11-02,2020,11,45,4,307,Mango,Fruit,Colombo Local,Retail,Western,Maha,0,0,1.06,1.3,299.25
2020-11-02,2020,11,45,4,307,Papaya,Fruit,Manning Market,Wholesale,Western,Maha,0,0,1.06,0.933,80.23
2020-11-02,2020,11,45,4,307,Papaya,Fruit,Dambulla,Wholesale,Central,Maha,0,0,1.06,0.933,56.92
2020-11-02,2020,11,45,4,307,Papaya,Fruit,Narahenpita,Retail,Western,Maha,0,0,1.06,0.933,108.32
2020-11-02,2020,11,45,4,307,Papaya,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.06,0.933,93.87
2020-11-02,2020,11,45,4,307,Papaya,Fruit,Colombo Local,Retail,Western,Maha,0,0,1.06,0.933,106.81
2020-11-02,2020,11,45,4,307,Banana,Fruit,Manning Market,Wholesale,Western,Maha,0,0,1.06,0.75,52.36
2020-11-02,2020,11,45,4,307,Banana,Fruit,Dambulla,Wholesale,Central,Maha,0,0,1.06,0.75,42.39
2020-11-02,2020,11,45,4,307,Banana,Fruit,Narahenpita,Retail,Western,Maha,0,0,1.06,0.75,68.06
2020-11-02,2020,11,45,4,307,Banana,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.06,0.75,26.06
2020-11-02,2020,11,45,4,307,Banana,Fruit,Colombo Local,Retail,Western,Maha,0,0,1.06,0.75,81.45
2020-11-02,2020,11,45,4,307,Pineapple,Fruit,Manning Market,Wholesale,Western,Maha,0,0,1.06,0.933,106.88
2020-11-02,2020,11,45,4,307,Pineapple,Fruit,Dambulla,Wholesale,Central,Maha,0,0,1.06,0.933,78.37
